params,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,mean_train_accuracy,mean_test_balanced_accuracy,std_test_balanced_accuracy,rank_test_balanced_accuracy,mean_train_balanced_accuracy,mean_test_precision,std_test_precision,rank_test_precision,mean_train_precision,mean_test_recall,std_test_recall,rank_test_recall,mean_train_recall,mean_test_f1,std_test_f1,rank_test_f1,mean_train_f1,mean_test_precision_macro,std_test_precision_macro,rank_test_precision_macro,mean_train_precision_macro,mean_test_recall_macro,std_test_recall_macro,rank_test_recall_macro,mean_train_recall_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro,mean_train_f1_macro,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,mean_train_roc_auc
"{'model__n_estimators': 100, 'model__max_depth': 3, 'model__learning_rate': 0.2}",0.8046074655660146,0.004559433385463652,11,0.8251459238428364,0.8251666540743916,0.004101153007884976,10,0.8466851989645221,0.9307278755209886,0.004483839598322207,10,0.9502215650737854,0.7415716149012145,0.007672181383657193,11,0.759102881780994,0.8254209026871264,0.004731916129515622,11,0.8439639880156096,0.805560251160987,0.0037991048809166944,12,0.8257452150576252,0.8251666540743916,0.004101153007884976,10,0.8466851989645221,0.8017807036978641,0.00445508792087593,11,0.8225614064274056,0.8965170315181586,0.00351909565773938,11,0.9106598330715865
"{'model__n_estimators': 100, 'model__max_depth': 5, 'model__learning_rate': 0.1}",0.8040327822449088,0.00510270538288839,12,0.8310046018532568,0.8256308423987871,0.004896316501731849,9,0.8540090254318737,0.9337059564206378,0.003843347768499301,9,0.9599410567966311,0.7378096284018276,0.00616471312397583,12,0.7604691509056921,0.8242698801798518,0.004945153050900252,12,0.8486326209408925,0.8060211596583997,0.004553259249631349,10,0.8326668181643629,0.8256308423987871,0.004896316501731849,9,0.8540090254318737,0.8013962858275889,0.005068695876496,12,0.8286788280987558,0.8972013442599783,0.0037403110600089445,10,0.9164724158395725
"{'model__n_estimators': 300, 'model__max_depth': 7, 'model__learning_rate': 0.01}",0.7959853391047974,0.006360706519019562,14,0.8134506733756105,0.8244033266465263,0.005634681651965868,12,0.8424432604507436,0.9512440093800032,0.00446866860145327,7,0.9679438821304819,0.7088504524768886,0.009478372923207721,14,0.7245547149618481,0.8123155614648206,0.006716822914890697,14,0.8287370488709875,0.8063928470820209,0.004971859558382169,9,0.823213603704386,0.8244033266465263,0.005634681651965868,12,0.8424432604507436,0.7944194073894041,0.006239145261181374,13,0.8119496268360216,0.8920386119945845,0.0034338706503527863,13,0.9077388265587848
"{'model__n_estimators': 100, 'model__max_depth': 3, 'model__learning_rate': 0.1}",0.7961620662482922,0.005925577821122744,13,0.8050384843757911,0.8223000313199934,0.004936791374082412,14,0.831247017837067,0.9430861859474223,0.0037226396389521406,8,0.9506459648029383,0.7160191355687221,0.009807549143303302,13,0.7246788976325496,0.8139722144354504,0.006428888754350943,13,0.8224103443815162,0.8037456397248179,0.0043051340513310075,15,0.8120166372044887,0.8223000313199934,0.004936791374082412,14,0.831247017837067,0.7942643838570672,0.005758373786947457,14,0.8031514169323504,0.8920284624037651,0.0033082809547636334,14,0.9001858947169714
"{'model__n_estimators': 300, 'model__max_depth': 5, 'model__learning_rate': 0.01}",0.7894411274098999,0.006190690397476824,15,0.7981407127610106,0.820424163937836,0.00510537168333364,15,0.8293682468576726,0.9553865872133235,0.003290037094609656,6,0.9637685619313905,0.694442164361011,0.010068962153230322,15,0.7023919989365801,0.8042348055475317,0.0068815538521356,15,0.8125657749929888,0.8037959699171319,0.00421994681686677,14,0.8121031382214451,0.820424163937836,0.00510537168333364,15,0.8293682468576726,0.7882204102220532,0.006036765090496127,15,0.796934767399032,0.8885126848282099,0.0032017231463376612,15,0.8970544809937927
"{'model__n_estimators': 200, 'model__max_depth': 5, 'model__learning_rate': 0.01}",0.7836045573532898,0.005973130848982795,16,0.7909555231251157,0.8163878233720304,0.004859130088335785,16,0.8241742891148114,0.9573252528971883,0.0020928688146364793,5,0.9654650717711002,0.6830859883708187,0.009596534508465943,16,0.6891015282630848,0.7972454204405465,0.006715805317639656,16,0.8041884786539942,0.8009952966255709,0.0038722911153532256,16,0.8083638063987436,0.8163878233720304,0.004859130088335785,16,0.8241742891148114,0.7826112369107487,0.005829364536920549,16,0.7899929674161583,0.8852900634537256,0.0037329932510215004,16,0.8918165079513564
"{'model__n_estimators': 100, 'model__max_depth': 5, 'model__learning_rate': 0.01}",0.7796250248997509,0.0047229251691678084,17,0.7837924585944591,0.8142586754523913,0.003787752234584744,17,0.8187376705962457,0.9611977475498762,0.0011142578924150522,2,0.9661605451408792,0.6734331732739959,0.007658361816535838,17,0.6766449886558261,0.7919621815556988,0.005392145661024147,17,0.7958780341655399,0.8001197066210561,0.002896815496366352,17,0.804415980132784,0.8142586754523913,0.003787752234584744,17,0.8187376705962457,0.778841431826242,0.0046134603997708265,17,0.7830285889984315,0.8761014504035275,0.003462998252760337,18,0.8807304742450077
"{'model__n_estimators': 300, 'model__max_depth': 3, 'model__learning_rate': 0.01}",0.7777238665994984,0.004322467176988713,18,0.7796581940075522,0.8119921113095907,0.0038247226476420195,18,0.8141173195464985,0.958039742133941,0.0023364223044945367,4,0.9605319945766793,0.6726526792995886,0.0060358816492298495,18,0.6740010052365621,0.7903619475526856,0.004694663947789706,18,0.792143871427036,0.7978005914452628,0.003211212282922397,18,0.7998679596833342,0.8119921113095907,0.0038247226476420195,18,0.8141173195464985,0.7769102506367351,0.004255859141913132,18,0.7788581803537167,0.8792414960908511,0.004610405594222844,17,0.8824638813030093
"{'model__n_estimators': 200, 'model__max_depth': 3, 'model__learning_rate': 0.01}",0.7741423587429062,0.0056503798273145524,19,0.7761319360130617,0.8094879187791602,0.004870965804681714,19,0.8115648738588334,0.9591830006499983,0.0022760803910562197,3,0.9613382821492769,0.6657680114623952,0.008127026385318982,19,0.6674888288332876,0.7859635032358759,0.006253068773166849,19,0.7879033417444753,0.7962001236338317,0.003962196519455925,19,0.7981513504062187,0.8094879187791602,0.004870965804681714,19,0.8115648738588334,0.7734460922228757,0.005557342536566356,19,0.7754392062464724,0.8731021864285801,0.0036347199016958033,19,0.8753156794712111
"{'model__n_estimators': 100, 'model__max_depth': 3, 'model__learning_rate': 0.01}",0.7682173224855454,0.004484258751250511,20,0.7700300908029911,0.8054037376883713,0.003513967467265486,20,0.8070667833653291,0.9614196282242713,0.0023391757777656307,1,0.9624455724594181,0.6541984398182686,0.007793361355648742,20,0.6564696817970386,0.7785679454751234,0.005377728168638901,20,0.7805327890377086,0.7937646671084069,0.002566450713189903,20,0.7951605289786967,0.8054037376883713,0.003513967467265486,20,0.8070667833653291,0.7677022073799751,0.004389233037863254,20,0.769499786566483,0.8673092166519829,0.0034634479319352674,20,0.8684022398269395
