params,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,mean_train_accuracy,mean_test_balanced_accuracy,std_test_balanced_accuracy,rank_test_balanced_accuracy,mean_train_balanced_accuracy,mean_test_precision,std_test_precision,rank_test_precision,mean_train_precision,mean_test_recall,std_test_recall,rank_test_recall,mean_train_recall,mean_test_f1,std_test_f1,rank_test_f1,mean_train_f1,mean_test_precision_macro,std_test_precision_macro,rank_test_precision_macro,mean_train_precision_macro,mean_test_recall_macro,std_test_recall_macro,rank_test_recall_macro,mean_train_recall_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro,mean_train_f1_macro,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,mean_train_roc_auc
"{'model__n_estimators': 200, 'model__min_samples_split': 2, 'model__min_samples_leaf': 1, 'model__max_depth': 20}",0.8026177237747222,0.004975660976017002,11,0.8316788976120492,0.825906846722528,0.004727222149871936,5,0.857004021388032,0.938328528175502,0.003482458522361272,10,0.9688868732903877,0.7312088246535218,0.005966398694386818,11,0.7540280570189019,0.8219142284483848,0.004863131777977079,11,0.8480473707128017,0.8064636785419605,0.004374701416477612,8,0.8357398305951443,0.825906846722528,0.004727222149871936,5,0.857004021388032,0.8002706287541026,0.004936943843262929,11,0.8296997095034694,0.8951826520220623,0.004002792536350731,10,0.9196161467447272
"{'model__n_estimators': 200, 'model__min_samples_split': 5, 'model__min_samples_leaf': 1, 'model__max_depth': 20}",0.8024407327280763,0.005066690348846472,12,0.8259970976349026,0.8259266231186873,0.004607155917211677,4,0.8510664549046834,0.9388710593505494,0.003293526397118851,8,0.9634284990963193,0.7304276756275205,0.006928542699897954,13,0.7491306551876762,0.8216210639608837,0.0051082030263273435,12,0.8428561300378373,0.8065216335099119,0.004234502892395513,7,0.8301766641293842,0.8259266231186873,0.004607155917211677,4,0.8510664549046834,0.8001255686815638,0.0049879685189894865,12,0.8239671680681182,0.8951879230648234,0.00380356602772468,9,0.916578379154697
"{'model__n_estimators': 300, 'model__min_samples_split': 5, 'model__min_samples_leaf': 1, 'model__max_depth': 20}",0.8020428058730374,0.00551490425419861,13,0.8267708806047278,0.8253297574172225,0.004682153297616305,8,0.8517164174032293,0.9378636623515794,0.0027631324114900857,15,0.9635905133165543,0.7306407437556577,0.008486856409532173,12,0.7502840042015413,0.8213588224665799,0.005771282861150423,13,0.8436529848078926,0.8059502877828519,0.004234782259463939,10,0.8307537611772645,0.8253297574172225,0.004682153297616305,8,0.8517164174032293,0.7996934717264695,0.005373999626113677,13,0.8247247577715259,0.8951402486924387,0.003765515453046345,11,0.9167373802624248
"{'model__n_estimators': 100, 'model__min_samples_split': 5, 'model__min_samples_leaf': 1, 'model__max_depth': 20}",0.8014680150358332,0.005389243486055147,14,0.8252343521671796,0.8253545775074288,0.004898691872509573,7,0.8506278384666824,0.9394629890996491,0.0030850808960948706,3,0.964011282145296,0.7282276596543393,0.0071105495498285775,20,0.7473738761535207,0.8204553042969028,0.0054181371963493725,15,0.8419693130538256,0.8060501487287899,0.004481547603932789,9,0.8298203310127441,0.8253545775074288,0.004898691872509573,7,0.8506278384666824,0.7992190586379537,0.005308396558275914,14,0.8232493993990968,0.8948224915122269,0.00369238459254613,12,0.9163429276531957
"{'model__n_estimators': 100, 'model__min_samples_split': 2, 'model__min_samples_leaf': 1, 'model__max_depth': 20}",0.8012912390213845,0.0049535695294182815,15,0.8304408277526587,0.8248194224673148,0.0042753586692949016,10,0.8561144668210986,0.9380768117156018,0.0018853138230050797,13,0.969193612381761,0.7291507281276383,0.007096926809060724,16,0.7517212047172066,0.8205095419741089,0.005104679157038891,14,0.8467076770785378,0.8054950927804972,0.0038670014111761883,11,0.834967394484339,0.8248194224673148,0.0042753586692949016,10,0.8561144668210986,0.7989828144864897,0.004845243923310848,15,0.8285076286918833,0.8946107286407206,0.003924249107832664,13,0.919126963747745
"{'model__n_estimators': 200, 'model__min_samples_split': 5, 'model__min_samples_leaf': 2, 'model__max_depth': 20}",0.8008932241986286,0.004655625480172656,16,0.8184802947563563,0.824314720219882,0.004069762479262515,12,0.8428863051832195,0.937391876017888,0.002338906366184649,17,0.9550292191785651,0.729079327503878,0.006712833007520719,17,0.7436476278110999,0.8202023304293306,0.004791529203103965,17,0.836174175205698,0.8050089637419993,0.003690095749887456,13,0.8224520606401853,0.824314720219882,0.004069762479262515,12,0.8428863051832195,0.7985660506863146,0.004557326619216318,16,0.8163346838921172,0.8941655541119988,0.003421147094834117,17,0.9105085950974555
"{'model__n_estimators': 300, 'model__min_samples_split': 5, 'model__min_samples_leaf': 2, 'model__max_depth': 20}",0.800893214424438,0.004861486708707107,17,0.8182039411208255,0.8242221959123335,0.004288843423585215,14,0.8426181998737455,0.9370714732677202,0.0025230604123046446,18,0.9548363897046471,0.7293634183413943,0.006865115098099147,14,0.7433459482209976,0.8202593500698366,0.0049711079259969265,16,0.8359111966291319,0.804908641052563,0.0039041487664700477,14,0.8222014403026527,0.8242221959123335,0.004288843423585215,14,0.8426181998737455,0.798550682104485,0.004766692521811629,17,0.8160591861943081,0.8942186086918248,0.0034983023903929138,16,0.9106151995684314
"{'model__n_estimators': 100, 'model__min_samples_split': 5, 'model__min_samples_leaf': 2, 'model__max_depth': 20}",0.8007605982039339,0.004718853153271819,18,0.8176622780727364,0.8243009062448987,0.003965848838999723,13,0.8422702432908122,0.9376917714227451,0.0015253595064124003,16,0.9550900734978098,0.7285826976183584,0.0071118873533525,18,0.7422102856152625,0.8200008548125499,0.0049372857296149444,19,0.8352964095789736,0.805016781312737,0.003561020730614575,12,0.8218992125016801,0.8243009062448987,0.003965848838999723,13,0.8422702432908122,0.7984533660303235,0.004595278421348893,18,0.8155468865893841,0.8939799545576907,0.002982952394042939,19,0.9102307180283699
"{'model__n_estimators': 200, 'model__min_samples_split': 2, 'model__min_samples_leaf': 2, 'model__max_depth': 20}",0.8005394962342975,0.004659230455606737,19,0.8196409603517649,0.8237528651419023,0.0044216759939504505,15,0.8439104447855307,0.9363852676647779,0.0031118942993224818,20,0.9554647748025257,0.7293632419813497,0.005513750513900629,15,0.7452268406599929,0.8200046961779879,0.00455661020673652,18,0.8373390730861269,0.8044432445560188,0.004080669664604573,16,0.8233845476975045,0.8237528651419023,0.0044216759939504505,15,0.8439104447855307,0.7981776793591315,0.004620954064965894,19,0.8174771004727122,0.8942255507497782,0.003598756752563503,15,0.9106240728568433
"{'model__n_estimators': 100, 'model__min_samples_split': 2, 'model__min_samples_leaf': 2, 'model__max_depth': 20}",0.8003184235872336,0.005241421012125128,20,0.818491327981541,0.8237374794912882,0.004797474497384285,16,0.8431092249292661,0.936907295965286,0.002733197951281546,19,0.9557908927560534,0.7285117001032714,0.0066082381221063335,19,0.743008724224205,0.8196633645792746,0.0052165701977963394,20,0.8360626383228661,0.8044631124036068,0.004402121288642147,15,0.8226918612376715,0.8237374794912882,0.004797474497384285,16,0.8431092249292661,0.7979916345810562,0.00517175907597498,20,0.8163789409402696,0.8940436531022588,0.0032045969229386965,18,0.9102811644542836
"{'model__n_estimators': 300, 'model__min_samples_split': 5, 'model__min_samples_leaf': 1, 'model__max_depth': 10}",0.7894853751715615,0.006319045056545352,21,0.798715546970275,0.8157836013941949,0.005885251174809397,19,0.8261606216886523,0.9380858756124439,0.004257430328709228,12,0.9499378394225406,0.708850553254057,0.008037003049296042,21,0.7145647090811764,0.8074989078981071,0.006380490246493925,21,0.8155861754661184,0.7977219706142917,0.005332477245859858,23,0.8076752956520853,0.8157836013941949,0.005885251174809397,19,0.8261606216886523,0.7876211296797626,0.006240996466909223,21,0.7970104899604923,0.8871369460331685,0.004122222798401955,22,0.8966883050917109
"{'model__n_estimators': 300, 'model__min_samples_split': 2, 'model__min_samples_leaf': 2, 'model__max_depth': 10}",0.7889989527931998,0.00544852952145092,22,0.7961952046980986,0.8154163841165534,0.005254720342402109,23,0.8235822147443888,0.9381045763369308,0.004059116502260677,11,0.9476428391044734,0.7079988854045183,0.006237700562480002,22,0.7122224351622732,0.8069623532850034,0.005381773955418685,22,0.8132026284881505,0.7974049149913057,0.0048000009654166325,25,0.805289217315708,0.8154163841165534,0.005254720342402109,23,0.8235822147443888,0.7871539476326831,0.005408958314586103,22,0.7944820431026691,0.8870469326158859,0.003940390235537851,25,0.8948355865560963
"{'model__n_estimators': 300, 'model__min_samples_split': 2, 'model__min_samples_leaf': 1, 'model__max_depth': 10}",0.7886452150546779,0.0062609411800701505,24,0.7984944676055821,0.815433074374381,0.005431292064964256,22,0.8264635829076339,0.9391273186128954,0.002596761865424819,5,0.9516829441847167,0.7065081643363207,0.008950494236857707,25,0.7127370868126048,0.8063541664518263,0.00658885253419785,24,0.8150305107158238,0.7975492127863175,0.004771952991633194,24,0.8081306769598452,0.815433074374381,0.005431292064964256,22,0.8264635829076339,0.7868561143010597,0.006125503840768693,23,0.7968636149655283,0.8873621632577151,0.003940433909018268,21,0.8978191324182904
"{'model__n_estimators': 300, 'model__min_samples_split': 5, 'model__min_samples_leaf': 2, 'model__max_depth': 10}",0.7886452834740133,0.005292031821111227,23,0.7962725674148816,0.8152713155451942,0.005236758511196459,25,0.8239220917183783,0.9385534047015627,0.004266082336104627,9,0.9486527871827988,0.7070053484962661,0.0055245975046738305,23,0.7114948696980052,0.8064860087688398,0.005123706386478068,23,0.8131114343979163,0.7973278142482261,0.004822905842189945,27,0.8056717452077222,0.8152713155451942,0.005236758511196459,25,0.8239220917183783,0.7868326262908593,0.005275717245124114,24,0.7945989097737876,0.8867328209329062,0.0039665887196646534,27,0.8945969205266229
"{'model__n_estimators': 100, 'model__min_samples_split': 2, 'model__min_samples_leaf': 1, 'model__max_depth': 10}",0.7884684097176569,0.006027159696746336,25,0.7968584348493307,0.8155689923897957,0.005354536423969978,20,0.8252198824390298,0.9401002167188374,0.0028522358594728907,2,0.9517618814829113,0.7053725820093102,0.00822538617694619,28,0.7098978570968448,0.8059774622197683,0.006243848159704907,26,0.8132184109078038,0.797765396609641,0.004751941661498241,22,0.8070953248404358,0.8155689923897957,0.005354536423969978,20,0.8252198824390298,0.7867268121612969,0.005915164183786944,25,0.7952855303823665,0.887083636948382,0.00332016444356592,23,0.8973414436852251
"{'model__n_estimators': 200, 'model__min_samples_split': 2, 'model__min_samples_leaf': 1, 'model__max_depth': 10}",0.7883356762068633,0.0057363326969071754,26,0.7979085983381682,0.8151847240008102,0.004866848413254499,26,0.8260107073206326,0.9391117595645282,0.0033719853412075935,6,0.9516943773019813,0.7060112573135882,0.009057928053367175,26,0.7117433719969076,0.806014474694634,0.006202425443536293,25,0.8143823820607693,0.7973524228070203,0.004243983325029869,26,0.8077611290009286,0.8151847240008102,0.004866848413254499,26,0.8260107073206326,0.7865533308337226,0.005587973458732947,26,0.7962961373573023,0.8870663725065248,0.003937096228180825,24,0.897527125898848
"{'model__n_estimators': 200, 'model__min_samples_split': 5, 'model__min_samples_leaf': 2, 'model__max_depth': 10}",0.7880704633142366,0.006012794229622434,27,0.7952113829206235,0.8149258633542431,0.005835364689397602,28,0.8230934815712242,0.9388893473839748,0.00460404516896353,7,0.9486223799131972,0.7057277963333739,0.006745215759231482,27,0.7097204247206335,0.8057737214889051,0.005925665956203223,28,0.8119408469730349,0.7970820991871342,0.005335748711183309,28,0.8049829181965297,0.8149258633542431,0.005835364689397602,28,0.8230934815712242,0.7862930154853467,0.005975202024375351,27,0.7935717447561771,0.88655147199438,0.004176340780600731,30,0.8943166789753982
"{'model__n_estimators': 200, 'model__min_samples_split': 5, 'model__min_samples_leaf': 1, 'model__max_depth': 10}",0.7880262546493382,0.007454008572429072,28,0.7972342866936823,0.8146126108502905,0.006997617557667478,29,0.8248907085444909,0.9378949292647262,0.005449650791717971,14,0.9494892563971982,0.7065083658906574,0.009476882091722282,24,0.712435341105089,0.8058981634733928,0.00755380928963483,27,0.8140325566012627,0.7967313155162851,0.006336125108328325,29,0.8065702263660819,0.8146126108502905,0.006997617557667478,29,0.8248907085444909,0.7862066697534128,0.0073676317934777405,28,0.7955599500098735,0.8867256851747236,0.004093844636418389,28,0.8961683851029069
"{'model__n_estimators': 100, 'model__min_samples_split': 5, 'model__min_samples_leaf': 2, 'model__max_depth': 10}",0.7876282886975363,0.00688623262894999,29,0.7930889656640386,0.8154042196827929,0.006143289998184975,24,0.821951390422797,0.9418313203318499,0.003512000571897175,1,0.9504555903206414,0.7024626664681357,0.009382117033421641,30,0.7045923124716522,0.8047010054189598,0.007145284966008543,29,0.80925389694858,0.7978421472865607,0.005438890289136324,21,0.8042627366954005,0.8154042196827929,0.006143289998184975,24,0.821951390422797,0.7859865654278624,0.006762985149041226,29,0.7915900841388342,0.8866173776088644,0.00353741371277472,29,0.8943990309767444
"{'model__n_estimators': 100, 'model__min_samples_split': 5, 'model__min_samples_leaf': 1, 'model__max_depth': 10}",0.7871862411453162,0.00877669617585045,30,0.7954766294013956,0.8143779092119999,0.007883597563086082,30,0.8238272503027597,0.9393262133345951,0.004315172236937343,4,0.9505623399504104,0.7038113925061594,0.011617904072583373,29,0.7085492334504493,0.8046599472763143,0.009019323502383136,30,0.811898651553256,0.7967065061061694,0.007032364200246857,30,0.8058024831353021,0.8143779092119999,0.007883597563086082,30,0.8238272503027597,0.7854611988877422,0.008630315122643594,30,0.7939041841519774,0.8867923589455022,0.00370407925562622,26,0.8960107977052821
